00020360,_onto_nodes,00000037
00006391,_meronym,00002329
00024773,_hypernym,00000233
00035892,_verb,00003295
00009391,_onto_nodes,00000020
00006579,_onto_nodes,00000004
00039652,_hypernym,00020564
00026941,_hypernym,00001885
00004715,_hypernym,00001472
00005911,_onto_nodes,00000079
00001819,_meronym,00001868
00021169,_onto_nodes,00000020
00009082,_meronym,00004045
00002524,_onto_nodes,00000044
00024359,_also_see,00024357
00030853,_hypernym,00001423
00024085,_hypernym,00024086
00006340,_hypernym,00000490
00013343,_hypernym,00000282
00036161,_onto_nodes,00000050
00008034,_also_see,00000096
00037982,_modifies_noun,00003342
00027485,_hypernym,00006103
00012772,_onto_nodes,00000169
00019297,_onto_nodes,00000020
00016891,_modifies_noun,00001973
00008489,_antonym,00003865
00018253,_hypernym,00000183
00004043,_hypernym,00003717
00000870,_onto_nodes,00000092
00037082,_onto_nodes,00000027
00023924,_hypernym,00004500
00016474,_onto_nodes,00000062
00020842,_hypernym,00010903
00023103,_hypernym,00023101
00031650,_hypernym,00004551
00004307,_onto_nodes,00000143
00034226,_hypernym,00003345
00018692,_onto_nodes,00000020
00020028,_onto_nodes,00000058
00033384,_onto_nodes,00000053
00014754,_meronym,00004273
00002312,_modifies_noun,00000748
00035467,_modifies_noun,00000652
00038433,_hypernym,00014011
00027048,_hypernym,00004077
00019729,_hypernym,00000940
00026559,_onto_nodes,00000053
00008531,_modifies_noun,00000387
00024713,_hypernym,00003871
00016083,_hypernym,00016106
00015574,_onto_nodes,00000092
00034469,_modifies_noun,00000652
00002449,_also_see,00003424
00007803,_hypernym,00007841
00019966,_hypernym,00002063
00040150,_onto_nodes,00000020
00000628,_hypernym,00000744
00016493,_onto_nodes,00000101
00028114,_hypernym,00005277
00029074,_onto_nodes,00000020
00016154,_onto_nodes,00000053
00021571,_hypernym,00003463
00016151,_onto_nodes,00000053
00004700,_onto_nodes,00000101
00013859,_modifies_noun,00000196
00009399,_onto_nodes,00000020
00002318,_onto_nodes,00000053
00003763,_hypernym,00000020
00006699,_hypernym,00003345
00019144,_onto_nodes,00000092
00036257,_onto_nodes,00000101
00001757,_meronym,00036371
00000763,_onto_nodes,00000020
00038930,_hypernym,00013841
00024118,_modifies_noun,00000923
00036475,_onto_nodes,00000211
00019957,_modifies_noun,00000652
00017337,_hypernym,00007717
00009349,_hypernym,00006780
00035143,_onto_nodes,00000123
00023601,_onto_nodes,00000194
00028948,_hypernym,00000748
00006880,_hypernym,00007733
00034526,_onto_nodes,00000095
00036919,_hypernym,00027694
00037847,_hypernym,00000652
00008491,_onto_nodes,00000027
00037863,_onto_nodes,00000055
00013271,_modifies_noun,00007574
00029964,_hypernym,00004795
00019679,_onto_nodes,00000066
00034913,_onto_nodes,00000062
00027182,_hypernym,00000196
00004192,_onto_nodes,00000020
00028752,_modifies_noun,00001973
00024193,_onto_nodes,00000002
00007793,_hypernym,00005505
00023146,_modifies_noun,00000196
00015795,_onto_nodes,00000044
00005078,_modifies_noun,00000923
00005803,_onto_nodes,00000150
00034850,_onto_nodes,00000027
00017227,_onto_nodes,00000020
00015770,_modifies_noun,00000387
00020352,_hypernym,00020018
00007002,_onto_nodes,00000173
00016281,_onto_nodes,00000101
00026817,_onto_nodes,00000150
00021499,_hypernym,00003463
00001132,_modifies_noun,00000183
00020889,_hypernym,00000859
00015603,_hypernym,00000196
00027135,_onto_nodes,00000149
00004344,_onto_nodes,00000026
00039968,_onto_nodes,00000101
00028940,_hypernym,00001843
00002919,_hypernym,00012149
00001393,_meronym,00004269
00015667,_onto_nodes,00000053
00025795,_hypernym,00002022
00027328,_onto_nodes,00000027
00021788,_modifies_noun,00000923
00022478,_onto_nodes,00000053
00004022,_modifies_noun,00000923
00000223,_hypernym,00009967
00019392,_onto_nodes,00000020
00035960,_hypernym,00006937
00021775,_hypernym,00003051
00009949,_hypernym,00003860
00033252,_hypernym,00001979
00024187,_hypernym,00004500
00004941,_onto_nodes,00000173
00006647,_hypernym,00001090
00025533,_onto_nodes,00000027
00009130,_hypernym,00005283
00029544,_hypernym,00004071
00022209,_verb,00003295
00034917,_onto_nodes,00000143
00038653,_hypernym,00000077
00035963,_hypernym,00000020
00037072,_hypernym,00011820
00010203,_onto_nodes,00000106
00018166,_modifies_noun,00000652
00028677,_onto_nodes,00000173
00007542,_onto_nodes,00000031
00039902,_onto_nodes,00000149
00001480,_antonym,00002549
00007302,_entailment,00000245
00037256,_meronym,00002393
00035099,_onto_nodes,00000169
00008535,_onto_nodes,00000030
00008773,_hypernym,00010688
00035343,_hypernym,00002740
00034910,_hypernym,00000183
00029534,_onto_nodes,00000173
00018584,_onto_nodes,00000150
00015760,_onto_nodes,00000027
00008740,_antonym,00008229
00004135,_modifies_noun,00012149
00023939,_onto_nodes,00000037
00026169,_onto_nodes,00000007
00022765,_hypernym,00021778
00034150,_onto_nodes,00000037
00036399,_onto_nodes,00000148
00002406,_modifies_noun,00004821
00024914,_onto_nodes,00000092
00014566,_onto_nodes,00000027
00012853,_hypernym,00001303
00003206,_onto_nodes,00000092
00008746,_onto_nodes,00000047
00035024,_hypernym,00007125
00022410,_hypernym,00001857
00031751,_hypernym,00005247
00000947,_meronym,00020078
00025985,_onto_nodes,00000003
00027301,_onto_nodes,00000031
00018804,_onto_nodes,00000007
00000454,_meronym,00002690
00012909,_hypernym,00007314
00011892,_hypernym,00013028
00018156,_onto_nodes,00000173
00015686,_modifies_noun,00000652
00001582,_hypernym,00012123
00039475,_onto_nodes,00000020
00031398,_modifies_noun,00000652
00006616,_antonym,00006898
00003786,_onto_nodes,00000035
00011988,_onto_nodes,00000149
00009007,_antonym,00005929
00038390,_hypernym,00000223
00027897,_onto_nodes,00000173
00005570,_onto_nodes,00000052
00014495,_onto_nodes,00000037
00026270,_onto_nodes,00000020
00007599,_hypernym,00000044
00000371,_hypernym,00003139
00005584,_onto_nodes,00000153
00028647,_modifies_noun,00012149
00000688,_hypernym,00000081
00024618,_onto_nodes,00000052
00028977,_hypernym,00002183
