00006854,_onto_nodes,00000027
00022394,_onto_nodes,00000015
00014429,_onto_nodes,00000027
00031297,_hypernym,00001423
00025019,_hypernym,00003871
00038362,_onto_nodes,00000150
00035377,_onto_nodes,00000044
00010174,_onto_nodes,00000092
00023758,_onto_nodes,00000062
00012023,_onto_nodes,00000183
00022855,_onto_nodes,00000027
00016183,_hypernym,00007799
00013130,_onto_nodes,00000150
00007756,_hypernym,00003285
00021190,_onto_nodes,00000173
00037190,_hypernym,00000652
00011254,_onto_nodes,00000169
00002973,_hypernym,00002484
00026384,_hypernym,00001856
00032560,_onto_nodes,00000026
00001254,_onto_nodes,00000101
00003335,_onto_nodes,00000061
00004746,_hypernym,00000672
00018819,_hypernym,00004729
00006194,_onto_nodes,00000061
00034574,_hypernym,00005466
00015029,_onto_nodes,00000092
00025759,_hypernym,00000662
00020211,_onto_nodes,00000020
00023520,_onto_nodes,00000027
00010759,_onto_nodes,00000095
00037363,_onto_nodes,00027150
00035645,_hypernym,00003871
00018747,_onto_nodes,00000027
00005593,_hypernym,00003295
00011376,_onto_nodes,00000149
00024806,_hypernym,00000233
00000704,_hypernym,00000337
00035185,_onto_nodes,00000092
00006262,_hypernym,00005743
00038538,_onto_nodes,00000044
00035822,_onto_nodes,00000026
00033085,_hypernym,00000073
00035315,_hypernym,00034771
00033715,_onto_nodes,00000150
00037677,_hypernym,00036188
00033468,_onto_nodes,00000083
00008396,_onto_nodes,00000132
00000370,_hypernym,00000392
00011796,_onto_nodes,00000020
00014070,_hypernym,00010794
00009832,_hypernym,00008649
00003231,_onto_nodes,00000026
00022391,_onto_nodes,00000101
00015106,_onto_nodes,00000044
00025830,_hypernym,00003871
00026436,_onto_nodes,00000020
00023415,_onto_nodes,00000028
00004206,_onto_nodes,00000030
00021214,_onto_nodes,00000023
00039267,_hypernym,00012919
00003280,_onto_nodes,00000027
00008774,_onto_nodes,00000084
00006211,_hypernym,00001715
00014721,_hypernym,00002349
00007283,_onto_nodes,00000155
00016268,_onto_nodes,00000027
00007314,_hypernym,00003664
00012753,_hypernym,00004422
00019900,_hypernym,00001588
00028414,_hypernym,00003405
00008958,_onto_nodes,00000098
00017267,_onto_nodes,00000092
00038906,_onto_nodes,00000062
00015555,_onto_nodes,00000027
00035656,_hypernym,00007934
00039715,_hypernym,00007440
00035985,_onto_nodes,00000169
00010818,_hypernym,00000231
00039901,_onto_nodes,00000052
00021797,_onto_nodes,00000030
00016214,_onto_nodes,00000053
00021265,_onto_nodes,00000150
00037179,_onto_nodes,00000148
00000964,_onto_nodes,00000173
00027701,_onto_nodes,00000027
00027738,_hypernym,00003295
00014610,_onto_nodes,00000150
00026365,_onto_nodes,00000092
00033907,_hypernym,00004422
00018527,_onto_nodes,00000027
00033428,_onto_nodes,00000027
00022829,_hypernym,00000750
00009127,_onto_nodes,00000169
00003109,_hypernym,00010161
00028828,_hypernym,00022174
00018965,_onto_nodes,00000052
00020415,_onto_nodes,00000173
00040140,_hypernym,00005948
00033317,_onto_nodes,00000053
00010852,_hypernym,00003375
00016523,_onto_nodes,00000111
00000558,_hypernym,00000564
00026370,_onto_nodes,00000173
00013966,_onto_nodes,00000010
00035074,_onto_nodes,00000037
00019827,_onto_nodes,00000020
00014747,_onto_nodes,00000027
00001873,_onto_nodes,00000027
00037402,_onto_nodes,00000150
00008013,_hypernym,00000196
00028145,_onto_nodes,00000052
00019055,_onto_nodes,00000020
00005210,_hypernym,00005212
00006415,_onto_nodes,00000020
00035504,_hypernym,00003295
00014489,_hypernym,00003617
00033136,_onto_nodes,00000101
00033219,_hypernym,00003730
00007688,_onto_nodes,00000052
00027609,_hypernym,00004578
00006956,_hypernym,00000269
00034181,_onto_nodes,00000101
00024987,_hypernym,00000233
00008356,_hypernym,00003345
00017566,_onto_nodes,00000029
00012149,_onto_nodes,00000052
